timestamp,percent_coverage,total_delay,count_pending
2001-12-15 03:19:13.257460,0.8823529411764706,0 days,0
2001-12-15 03:23:05.736340,0.8235294117647058,0 days,0
2001-12-15 03:25:40.257460,0.8235294117647058,0 days,0
2001-12-15 03:27:31.736340,0.8235294117647058,0 days,0
2001-12-15 03:32:35.257460,0.8235294117647058,0 days,0
2001-12-15 03:35:13.257460,0.8235294117647058,0 days,0
2001-12-15 03:35:50.736340,0.8235294117647058,0 days,0
2001-12-15 03:36:22.586775,0.7647058823529411,0 days,0
2001-12-15 03:44:08.257460,0.7647058823529411,0 days,0
2001-12-15 03:46:07.586775,0.7647058823529411,0 days,0
2001-12-15 03:55:43.586775,0.7647058823529411,0 days,0
2001-12-15 03:56:23.736340,0.7647058823529411,0 days,0
2001-12-15 03:59:30.257460,0.8823529411764706,0 days,0
2001-12-15 04:03:18.736340,0.8823529411764706,0 days,0
2001-12-15 04:13:43.176572,0.8823529411764706,0 days,0
2001-12-15 04:19:23.586775,0.8823529411764706,0 days,0
2001-12-15 04:22:16.286029,0.7647058823529411,0 days,0
2001-12-15 04:27:23.586775,0.7647058823529411,0 days,0
2001-12-15 04:29:56.736340,0.8235294117647058,0 days,0
2001-12-15 04:30:26.618336,0.7058823529411765,0 days,0
2001-12-15 04:31:54.176572,0.7058823529411765,0 days,0
2001-12-15 04:33:11.638819,0.5882352941176471,0 days,0
2001-12-15 04:38:21.176572,0.5882352941176471,0 days,0
2001-12-15 04:39:38.638819,0.5882352941176471,0 days,0
2001-12-15 04:40:27.286029,0.5882352941176471,0 days,0
2001-12-15 04:47:05.638819,0.5882352941176471,0 days,0
2001-12-15 04:49:40.618336,0.5882352941176471,0 days,0
2001-12-15 04:50:19.286029,0.5882352941176471,0 days,0
2001-12-15 04:56:21.618336,0.5882352941176471,0 days,0
2001-12-15 04:58:24.776557,0.47058823529411764,0 days,0
2001-12-15 04:58:50.586775,0.6470588235294118,0 days,0
2001-12-15 05:00:32.176572,0.6470588235294118,0 days,0
2001-12-15 05:01:22.638819,0.6470588235294118,0 days,0
2001-12-15 05:07:39.176572,0.6470588235294118,0 days,0
2001-12-15 05:08:18.638819,0.6470588235294118,0 days,0
2001-12-15 05:10:41.421022,0.47058823529411764,0 days,0
2001-12-15 05:13:59.286029,0.47058823529411764,0 days,0
2001-12-15 05:15:45.421022,0.47058823529411764,0 days,0
2001-12-15 05:18:16.776557,0.47058823529411764,0 days,0
2001-12-15 05:19:01.550957,0.4117647058823529,0 days,0
2001-12-15 05:19:50.286029,0.4117647058823529,0 days,0
2001-12-15 05:20:01.618336,0.4117647058823529,0 days,0
2001-12-15 05:23:09.421022,0.4117647058823529,0 days,0
2001-12-15 05:23:40.638819,0.5294117647058824,0 days,0
2001-12-15 05:27:14.776557,0.5294117647058824,0 days,0
2001-12-15 05:29:01.618336,0.5294117647058824,0 days,0
2001-12-15 05:30:49.272115,0.47058823529411764,0 days,0
2001-12-15 05:31:44.550957,0.47058823529411764,0 days,0
2001-12-15 05:39:06.176572,0.6470588235294118,0 days,0
2001-12-15 05:40:16.550957,0.6470588235294118,0 days,0
2001-12-15 05:42:36.077952,0.47058823529411764,0 days,0
2001-12-15 05:45:43.077952,0.47058823529411764,0 days,0
2001-12-15 05:46:49.421022,0.47058823529411764,0 days,0
2001-12-15 05:49:25.776557,0.47058823529411764,0 days,0
2001-12-15 05:51:17.286029,0.6470588235294118,0 days,0
2001-12-15 05:51:18.618336,0.8235294117647058,0 days,0
2001-12-15 05:51:22.272115,0.8235294117647058,0 days,0
2001-12-15 05:53:10.077952,0.8235294117647058,0 days,0
2001-12-15 05:54:05.421022,0.8235294117647058,0 days,0
2001-12-15 05:54:34.187004,0.7647058823529411,0 days,0
2001-12-15 05:55:25.187004,0.7647058823529411,0 days,0
2001-12-15 05:57:45.776557,0.7647058823529411,0 days,0
2001-12-15 05:58:56.550957,0.7647058823529411,0 days,0
2001-12-15 06:00:07.272115,0.7647058823529411,0 days,0
2001-12-15 06:03:41.187004,0.7647058823529411,0 days,0
2001-12-15 06:07:42.550957,0.7647058823529411,0 days,0
2001-12-15 06:15:08.245968,0.7058823529411765,0 days,0
2001-12-15 06:16:50.077952,0.7058823529411765,0 days,0
2001-12-15 06:22:18.272115,0.7058823529411765,0 days,0
2001-12-15 06:22:58.430786,0.5294117647058824,0 days,0
2001-12-15 06:24:23.245968,0.5294117647058824,0 days,0
2001-12-15 06:24:35.550957,0.5294117647058824,0 days,0
2001-12-15 06:25:27.077952,0.5294117647058824,0 days,0
2001-12-15 06:25:32.421022,0.6470588235294118,0 days,0
2001-12-15 06:28:06.776557,0.7647058823529411,0 days,0
2001-12-15 06:30:19.245968,0.7647058823529411,0 days,0
2001-12-15 06:31:22.272115,0.7647058823529411,0 days,0
2001-12-15 06:39:37.722004,0.6470588235294118,0 days,0
2001-12-15 06:41:09.430786,0.6470588235294118,0 days,0
2001-12-15 06:42:15.722004,0.6470588235294118,0 days,0
2001-12-15 06:42:18.187004,0.6470588235294118,0 days,0
2001-12-15 06:48:25.430786,0.6470588235294118,0 days,0
2001-12-15 06:49:35.722004,0.6470588235294118,0 days,0
2001-12-15 06:50:23.187004,0.6470588235294118,0 days,0
2001-12-15 06:52:05.610375,0.6470588235294118,0 days,0
2001-12-15 06:56:06.423765,0.5294117647058824,0 days,0
2001-12-15 06:56:54.077952,0.6470588235294118,0 days,0
2001-12-15 06:58:00.272115,0.7058823529411765,0 days,0
2001-12-15 06:58:05.245968,0.7058823529411765,0 days,0
2001-12-15 06:59:00.107290,0.6470588235294118,0 days,0
2001-12-15 07:00:35.610375,0.6470588235294118,0 days,0
2001-12-15 07:03:52.722004,0.6470588235294118,0 days,0
2001-12-15 07:04:47.245968,0.6470588235294118,0 days,0
2001-12-15 07:05:51.423765,0.6470588235294118,0 days,0
2001-12-15 07:08:16.107290,0.6470588235294118,0 days,0
2001-12-15 07:08:22.610375,0.6470588235294118,0 days,0
2001-12-15 07:10:50.722004,0.6470588235294118,0 days,0
2001-12-15 07:11:12.110611,0.47058823529411764,0 days,0
2001-12-15 07:11:42.899586,0.4117647058823529,0 days,0
2001-12-15 07:12:05.430786,0.4117647058823529,0 days,0
2001-12-15 07:13:28.423765,0.4117647058823529,0 days,0
2001-12-15 07:16:15.107290,0.4117647058823529,0 days,0
2001-12-15 07:17:04.308423,0.29411764705882354,0 days,0
2001-12-15 07:18:19.406455,0.17647058823529413,0 days,0
2001-12-15 07:20:23.110611,0.17647058823529413,0 days,0
2001-12-15 07:21:30.430786,0.17647058823529413,0 days,0
2001-12-15 07:21:53.821269,0.17647058823529413,0 days,0
2001-12-15 07:23:46.366969,0.0,0 days,0
2001-12-15 07:24:21.308423,0.0,0 days,0
2001-12-15 07:25:07.722004,0.17647058823529413,0 days,0
2001-12-15 07:26:12.110611,0.17647058823529413,0 days,0
2001-12-15 07:28:12.610375,0.17647058823529413,0 days,0
2001-12-15 07:28:37.966376,0.0,0 days,0
2001-12-15 07:32:05.308423,0.0,0 days,0
2001-12-15 07:32:15.899586,0.0,0 days,0
2001-12-15 07:33:50.245968,0.058823529411764705,0 days,0
2001-12-15 07:34:45.187004,0.11764705882352941,0 days,0
2001-12-15 07:35:39.423765,0.11764705882352941,0 days,0
2001-12-15 07:36:48.107290,0.11764705882352941,0 days,0
2001-12-15 07:37:43.610375,0.11764705882352941,0 days,0
2001-12-15 07:38:07.899586,0.11764705882352941,0 days,0
2001-12-15 07:39:25.406455,0.11764705882352941,0 days,0
2001-12-15 07:39:49.366969,0.11764705882352941,0 days,0
2001-12-15 07:41:40.423765,0.11764705882352941,0 days,0
2001-12-15 07:42:58.966376,0.11764705882352941,0 days,0
2001-12-15 07:44:26.406455,0.11764705882352941,0 days,0
2001-12-15 07:45:07.821269,0.11764705882352941,0 days,0
2001-12-15 07:46:32.107290,0.11764705882352941,0 days,0
2001-12-15 07:48:23.110611,0.11764705882352941,0 days,0
2001-12-15 07:48:26.366969,0.11764705882352941,0 days,0
2001-12-15 07:48:34.966376,0.11764705882352941,0 days,0
2001-12-15 07:49:15.308423,0.11764705882352941,0 days,0
2001-12-15 07:51:25.821269,0.11764705882352941,0 days,0
2001-12-15 07:52:57.430786,0.29411764705882354,0 days,0
2001-12-15 07:54:33.110611,0.29411764705882354,0 days,0
2001-12-15 07:54:36.610375,0.4117647058823529,0 days,0
2001-12-15 07:57:35.308423,0.4117647058823529,0 days,0
2001-12-15 08:00:18.899586,0.4117647058823529,0 days,0
2001-12-15 08:05:36.366969,0.4117647058823529,0 days,0
2001-12-15 08:06:17.966376,0.4117647058823529,0 days,0
2001-12-15 08:06:55.899586,0.4117647058823529,0 days,0
2001-12-15 08:08:35.821269,0.4117647058823529,0 days,0
2001-12-15 08:12:12.406455,0.4117647058823529,0 days,0
2001-12-15 08:12:57.308423,0.5294117647058824,0 days,0
2001-12-15 08:13:07.423765,0.6470588235294118,0 days,0
2001-12-15 08:13:13.966376,0.6470588235294118,0 days,0
2001-12-15 08:14:23.366969,0.6470588235294118,0 days,0
2001-12-15 08:15:00.821269,0.6470588235294118,0 days,0
2001-12-15 08:16:53.107290,0.7058823529411765,0 days,0
2001-12-15 08:21:05.406455,0.7058823529411765,0 days,0
2001-12-15 08:26:00.110611,0.7058823529411765,0 days,0
2001-12-15 08:27:30.966376,0.8235294117647058,0 days,0
2001-12-15 08:29:17.821269,0.8235294117647058,0 days,0
2001-12-15 08:33:33.899586,0.8823529411764706,0 days,0
2001-12-15 08:36:40.366969,0.9411764705882353,0 days,0
2001-12-15 08:37:58.406455,1.0,0 days,0
